collocation;count;count_nested;length;lambda;z
i met;13;0;2;2.717589811041614;8.114326739499981
this man;13;0;2;2.2951343728060305;8.112904886220555
the inspector;20;0;2;4.222615457303549;8.108519051870404
sight of;10;0;2;3.7443967051545433;8.107641402523763
for us;13;0;2;2.304386515527165;8.077654551896716
order to;10;0;2;3.72664321066152;8.069327986277171
back in;15;0;2;2.224960534961154;8.066464981755367
if we;11;0;2;2.465456224157144;8.047021343547518
the lamp;17;0;2;3.6961050933317936;8.042994427264302
down upon;11;0;2;2.4649062628256724;8.025018230613078
between the;20;0;2;2.204130530625924;8.013356987771713
the windows;16;0;2;3.257559906954423;7.993914020128329
time that;14;0;2;2.273021818766439;7.988893153979785
over the;35;0;2;1.5157670683782332;7.977626331380286
i confess;11;0;2;4.1291978764184405;7.959464892686491
a low;10;0;2;3.9751099193307278;7.958549140454889
the stone;16;0;2;2.906114128256345;7.913215481537458
were all;12;0;2;2.32088734010169;7.910430829766774
to take;16;0;2;2.2051926165359164;7.905849788094186
appears to;10;0;2;4.161995947569174;7.901404098071768
the ground;17;0;2;3.8631711501716213;7.899630577951162
across the;16;0;2;2.640417706486448;7.886335822917607
not been;17;0;2;1.9556333502801468;7.882791588021071
all the;53;0;2;1.1838216776021935;7.8795682135323295
was only;16;0;2;2.065467097169456;7.875300018656258
it all;25;0;2;1.6331990819887783;7.865593889468421
which would;17;0;2;1.9535528566553264;7.852590023360607
i may;27;0;2;1.6249983443290912;7.844307350949598
though i;11;0;2;2.5756409689512356;7.8441045301260575
gone to;11;0;2;2.8443927056141574;7.834833850493248
seem to;15;0;2;5.3418975083288;7.834437682749248
beg that;10;0;2;5.515238425790926;7.831708436930236
had not;25;0;2;1.6052301332180368;7.809409426307531
with me;26;0;2;1.5717966581445748;7.7957056006980325
name of;12;0;2;2.609354017985779;7.791608232584943
i suppose;16;0;2;5.280428112143136;7.777430631492457
the road;16;0;2;2.7054075123937977;7.764573007705041
gave a;12;0;2;2.566242413814602;7.758291405165653
about it;15;0;2;2.080999087512488;7.750240575356835
in which;40;0;2;1.272432330888733;7.743035098894065
before i;16;0;2;2.0329177931255002;7.715235321238866
case of;15;0;2;2.2063018685705877;7.703903265528773
the second;17;0;2;4.063853817667104;7.686055246226444
the city;17;0;2;4.063853817667104;7.686055246226444
what could;11;0;2;2.348937168896553;7.68380527420623
it might;14;0;2;2.16172716190928;7.682486202367081
the papers;18;0;2;2.3092188472491855;7.671490607601296
and why;11;0;2;2.8530874045834604;7.663848474839245
to keep;10;0;2;2.9751999750133353;7.611965130800073
became a;10;0;2;2.864116722130231;7.595886164962123
made a;17;0;2;1.9966436929500082;7.586501183653492
which is;33;0;2;1.3613866135142136;7.585633135289187
him to;29;0;2;1.4863038771466677;7.5518008881005665
to her;39;0;2;1.2707922278856385;7.533678376679155
copper beeches;11;0;2;15.226374841221542;7.531750275748901
think of;20;0;2;1.806966587770562;7.51293852432395
him in;22;0;2;1.6678536708534377;7.505203977665211
the passage;14;0;2;3.2392275849247505;7.494606289810445
the photograph;14;0;2;3.127989977207849;7.489754226238072
of interest;11;0;2;2.6281667800338697;7.472094717930642
the country;15;0;2;2.64270804024093;7.465358491265553
the air;14;0;2;2.853517212825977;7.388551776470835
a note;10;0;2;2.7786857186117944;7.370170241562926
and looked;13;0;2;2.3336484719168897;7.364886019275251
to think;23;0;2;1.6391240688465794;7.357413671256928
the floor;14;0;2;2.776544198509771;7.336461412687758
within a;11;0;2;2.5118718058128433;7.336218700563555
i see;28;0;2;1.4747524889040715;7.320208557392012
i fear;10;0;2;2.824708068606152;7.301930661681307
to hear;10;0;2;2.723827712508433;7.277869194067495
a young;15;0;2;2.055552009034546;7.259457802263618
signs of;11;0;2;5.059608623061349;7.247536249642637
be a;46;0;2;1.11649424008148;7.244671707451514
in one;25;0;2;1.5051875562673254;7.236929678042409
until i;11;0;2;2.326413762792633;7.236125985024926
the hall;16;0;2;4.256160570555551;7.230348148919617
i fancy;12;0;2;5.001416351175417;7.216244407159204
the next;13;0;2;3.056351962195682;7.213349563195885
and what;29;0;2;1.4247752314488755;7.21217506147658
you say;11;0;2;2.2688646624537308;7.1839943516879705
the office;13;0;2;2.956256530888678;7.18047535660669
a question;10;0;2;2.6480308440871823;7.168706420430927
went to;13;0;2;2.1967314284357133;7.154427791031381
about the;32;0;2;1.403943356378329;7.152731730556731
is an;19;0;2;1.681226034410865;7.1327633663075805
to put;13;0;2;2.1875062047737637;7.109723638527565
the old;20;0;2;1.8867375926389793;7.107019131168827
is now;13;0;2;2.0313475113826582;7.100159111400551
the best;14;0;2;2.516985108870758;7.0823922537221735
a most;15;0;2;1.981931591574047;7.047205002670275
in every;11;0;2;2.2722393554815614;7.043166853206017
out from;11;0;2;2.1476363656737405;7.043033871030416
as it;35;0;2;1.2245680865672686;7.034508343261104
but it;29;0;2;1.3396546442730788;7.015617291588682
a pair;10;0;2;4.930667610607889;7.003684460150867
but when;11;0;2;2.141929825271916;6.99451175413354
the way;27;0;2;1.5264528180082637;6.987075702120585
was so;21;0;2;1.5724297319684912;6.980792079265481
me with;16;0;2;1.7761959507133995;6.980452067944298
my face;11;0;2;2.1684331048958914;6.978332100246496
are very;10;0;2;2.2170061355508754;6.956969342499839
where i;13;0;2;2.008780997936883;6.91088111284332
be some;11;0;2;2.1122234392133974;6.90969960393994
but you;28;0;2;1.3374483240489718;6.890023950934072
by a;31;0;2;1.294767068873945;6.883001868873476
i wish;11;0;2;2.352392654260608;6.845701464581637
took a;14;0;2;1.9724260123089885;6.838772732413781
in an;24;0;2;1.4440807772590372;6.823459695418554
and let;11;0;2;2.342110905741746;6.815878853727264
with your;16;0;2;1.737679823237277;6.815214725140819
for i;37;0;2;1.1569085252859215;6.814759223515429
the night;21;0;2;1.7220805156348518;6.80211664548873
i say;16;0;2;1.8327383286770433;6.750897459702523
at me;22;0;2;1.4698873008328945;6.748713893007287
what you;20;0;2;1.5423714561261201;6.728171974461513
of our;22;0;2;1.5071739068782186;6.681555718524659
the garden;11;0;2;3.275176845304491;6.6716304692793384
you were;20;0;2;1.5317958113987125;6.666450620880893
for it;30;0;2;1.2495765219960138;6.664099077891167
at my;26;0;2;1.3376261577315076;6.662014874034892
the light;20;0;2;1.7278933750959742;6.659532695403965
which may;11;0;2;2.0366551891709026;6.644850173964266
round the;18;0;2;1.8032946172893403;6.626124506479272
as a;55;0;2;0.9293204087978344;6.619396654906787
the colonel;11;0;2;2.8956513062095808;6.601334502568226
but she;12;0;2;1.9236499115580816;6.580016950233713
in our;17;0;2;1.6582530085672147;6.575103108072162
have you;34;0;2;1.1549061562904486;6.552777552181179
the truth;11;0;2;3.6429255696398006;6.549549355436252
as she;14;0;2;1.776581710707195;6.528981207712862
beside the;11;0;2;2.5747442658500965;6.516128382726872
which you;30;0;2;1.2185447513073449;6.504320248896847
the paper;14;0;2;2.140411742445888;6.501870102542015
i passed;10;0;2;2.324612897057;6.487839146072883
do with;11;0;2;1.9784671478940918;6.48734013869899
i got;11;0;2;2.182904883407965;6.4855252807053985
amid the;10;0;2;3.6537657723260684;6.482658934121072
way to;13;0;2;1.9364811916209987;6.46421501042411
all this;10;0;2;2.0535956013497807;6.459637203110778
the evening;13;0;2;2.239447143206554;6.443906294252982
it out;20;0;2;1.4802116755931776;6.435678922954527
closed the;10;0;2;2.80639651439134;6.426739899228148
saw that;10;0;2;2.1199081284987744;6.4108107613474825
and so;31;0;2;1.2091710613631683;6.39917645147677
are not;12;0;2;1.8661066829885966;6.395496906764536
to leave;10;0;2;2.239868807506584;6.385964963273512
the coroner;13;0;2;4.391436834164701;6.376701174645361
be no;11;0;2;1.9370352853287196;6.362714306445782
be so;12;0;2;1.8490025645364314;6.33859873200694
they had;11;0;2;1.9308097495304253;6.31035700934612
with my;26;0;2;1.2638943797439075;6.302259596973376
the cellar;10;0;2;3.5517748365302326;6.301880397794473
the boscombe;10;0;2;3.5517748365302326;6.301880397794473
the bell;10;0;2;3.5517748365302326;6.301880397794473
than i;14;0;2;1.7439461351659973;6.301419189128745
we will;10;0;2;2.0003239616630277;6.284982552603574
for a;47;0;2;0.952004324157163;6.278419542308134
number of;10;0;2;5.479078604087336;6.275397693736271
not have;22;0;2;1.3641168345480734;6.270360794126864
on my;16;0;2;1.5929120427298362;6.265065774647743
the direction;10;0;2;2.8045005731000128;6.260230504309318
for you;28;0;2;1.2118578738248313;6.25920859082643
he made;10;0;2;2.047451499685699;6.2574717866024265
it over;14;0;2;1.7168539978572182;6.236832388493653
in its;10;0;2;2.071119090302196;6.22633805798598
the scene;12;0;2;4.314296774052084;6.225912600172195
the church;12;0;2;4.314296774052084;6.225912600172195
could have;14;0;2;1.6898744082442074;6.219153726131954
the money;14;0;2;1.994652030228027;6.213451234077512
you did;11;0;2;1.9268855824180857;6.210003790444487
the carriage;10;0;2;2.704405141793009;6.193467598907785
door of;12;0;2;1.9079319059372004;6.152851040853521
as you;31;0;2;1.1314395650794298;6.14486118911063
above the;10;0;2;2.4835755209311086;6.125055191594437
opened the;11;0;2;2.2784189450238905;6.123378235405129
i presume;10;0;2;5.337210887771342;6.113114695661815
but we;13;0;2;1.71308084402341;6.11103544700739
from her;12;0;2;1.7688165462494334;6.079636061393963
i told;10;0;2;2.117917427063916;6.057106879331252
nothing of;13;0;2;1.785888833282545;6.041389182619321
the man;43;0;2;0.9976109296118034;6.033561137500181
that if;13;0;2;1.728112773249256;6.0130659244084095
was very;20;0;2;1.3781336850979846;6.012633053616126
the bed;13;0;2;1.9932422246941561;5.992749626641068
us in;12;0;2;1.7922609536071175;5.992687505359514
of such;14;0;2;1.7029710000290685;5.99143810488577
open the;12;0;2;2.0551839795520017;5.984272349704048
i never;14;0;2;1.7156686442568136;5.983158775502022
are you;16;0;2;1.5164170360063616;5.948661666860607
the end;15;0;2;1.7694923166298224;5.897532547630505
the centre;15;0;2;5.040782902139922;5.894246232135074
cried the;11;0;2;2.1352823968737322;5.885876104028237
it up;18;0;2;1.4212487757422703;5.884765745488911
the copper;10;0;2;4.139585445069033;5.881202545057588
not very;12;0;2;1.6981718147647307;5.837194490292954
the street;19;0;2;1.5091193902971956;5.831231926129404
you could;16;0;2;1.4788258552476363;5.791480873522404
his room;10;0;2;1.8624083486018654;5.772484834744998
the front;14;0;2;1.7816462006499778;5.733723331965406
and how;13;0;2;1.7003254198493654;5.724636004052952
that the;149;0;2;0.4971933580586816;5.717630608556357
heard a;13;0;2;1.667580536022431;5.705365783813687
the world;13;0;2;4.902274429534049;5.695193936573111
he came;11;0;2;1.7574731733492213;5.693701080749838
which had;22;0;2;1.233572236993128;5.684186584178633
you should;13;0;2;1.599535761475126;5.651386365805115
near the;10;0;2;2.1372278781687233;5.62764761355729
the young;18;0;2;1.487819073249106;5.613603098812615
in your;21;0;2;1.2589549503525066;5.612798682901538
upon it;20;0;2;1.278781376600847;5.611027605355401
to his;63;0;2;0.7345682050032618;5.6105508918599165
down in;15;0;2;1.4852671998160352;5.598832726793332
holmes was;13;0;2;1.5839917768237362;5.589190397803177
of mr;14;0;2;1.5643016290477694;5.554623194148672
what was;19;0;2;1.295996916252129;5.531888464628437
for he;23;0;2;1.1740396123278916;5.52828564460669
him that;16;0;2;1.4105066001628939;5.5118056102161574
from my;17;0;2;1.355079716783453;5.511138802615198
he did;10;0;2;1.7775691323154068;5.500130847138725
were not;11;0;2;1.6618584630309083;5.487631488463134
so i;20;0;2;1.2546692958718308;5.477989954707752
the day;18;0;2;1.4257357600595673;5.41659358397731
in such;10;0;2;1.7666328946744048;5.406759411073561
at one;12;0;2;1.5727594613335611;5.406135381489914
and he;61;0;2;0.7200076444167571;5.404725808669974
in her;23;0;2;1.151415804911173;5.381316643351055
without a;10;0;2;1.7965300144917822;5.376235369121762
and that;86;0;2;0.6028618075406049;5.363450021689251
under the;11;0;2;1.8643241272582687;5.358144487081111
from him;11;0;2;1.6020554259554256;5.299116369938521
to you;63;0;2;0.6882458043726123;5.263594134223765
a lady;10;0;2;1.760322818878104;5.249725775691657
said that;22;0;2;1.1436987558149943;5.248390677352529
by his;15;0;2;1.373483654745816;5.2465865625184165
to have;53;0;2;0.7457548179081264;5.236038046829581
save the;10;0;2;1.9189148032163978;5.229162590325122
take a;10;0;2;1.7344484568527556;5.212965495028215
at his;25;0;2;1.0616847047083282;5.209123257138209
have not;19;0;2;1.2039434030994647;5.173549196720876
now i;10;0;2;1.6712626423673487;5.160973761188788
had an;12;0;2;1.4902069328866796;5.126546298947297
have had;23;0;2;1.086233438227222;5.1221843357341195
the strange;12;0;2;1.6892450148892832;5.112438410806828
up his;12;0;2;1.4820997647757634;5.077946777992931
you do;13;0;2;1.422465274425618;5.05250710151073
and took;11;0;2;1.610817081892689;5.040596356290811
i might;14;0;2;1.406910528280568;5.011885514559724
for him;13;0;2;1.3940727728121578;4.995233144145604
do it;12;0;2;1.4558179058668097;4.9833604326519065
upon him;10;0;2;1.57340158620022;4.980155343446329
have some;10;0;2;1.583029603576795;4.97844203582873
after the;17;0;2;1.3189014222740907;4.975916263654464
will you;12;0;2;1.4379583214050768;4.927880382332102
for all;11;0;2;1.4774945560728288;4.88649789569882
of their;11;0;2;1.5411251584326449;4.882728376465698
go to;10;0;2;1.610379971729547;4.859397621451522
and a;122;0;2;0.459277313074578;4.8508736871221
the point;11;0;2;1.6654276059566588;4.849959388428195
he must;10;0;2;1.5515549598958551;4.8404659071715255
in spite;10;0;2;6.977160678506381;4.819481726649322
me at;12;0;2;1.3951648510833419;4.814582996868449
to your;25;0;2;0.9952925093298188;4.808196011937763
is all;14;0;2;1.2972244102701151;4.8021503676699915
me as;11;0;2;1.4494357361882848;4.801074103667607
away to;10;0;2;1.568672583622606;4.746070124402517
is so;13;0;2;1.3280077400889674;4.7425599575912685
of her;28;0;2;0.9241502144677431;4.731593090564442
see it;10;0;2;1.503924057633108;4.715989012624187
in some;14;0;2;1.2764654446809671;4.679595005792766
the place;12;0;2;1.5044270743343664;4.65859859949363
quite a;11;0;2;1.4531471062375694;4.64795685665444
with you;25;0;2;0.943369327848568;4.636243934702137
and down;20;0;2;1.0770487166472469;4.634854489498078
with an;11;0;2;1.3960813088964796;4.616961984659078
to mr;12;0;2;1.3816635226504994;4.601822279729759
from a;30;0;2;0.865091971622614;4.59932405420757
the right;17;0;2;1.2167789427627218;4.591218921419769
i beg;12;0;2;6.61087746075627;4.583426158291678
for an;10;0;2;1.447743977582332;4.580514071921819
of your;24;0;2;0.9654450471484592;4.579542050034034
me in;20;0;2;1.0429222752296097;4.575559330332739
heard the;17;0;2;1.1974214630621214;4.565771666398629
have a;47;0;2;0.685043112329728;4.5526479900922245
spite of;10;0;2;6.577702441299753;4.543759828743011
and found;12;0;2;1.3684042082118388;4.53501597202893
on which;10;0;2;1.4309816163674047;4.532969695896738
the only;23;0;2;1.0142163115608374;4.509290695210439
was an;15;0;2;1.1798739353015808;4.506938552439784
like to;10;0;2;1.4776198534213685;4.494993185081416
on a;24;0;2;0.9365454000022497;4.45777730936843
who have;10;0;2;1.4082172543207219;4.4471176248955375
the great;12;0;2;1.4123602653978504;4.418612467571883
us to;12;0;2;1.3088233228182826;4.3819939373742844
for my;18;0;2;1.033434261936074;4.339605911187131
into his;11;0;2;1.300842338044614;4.294493227267238
out his;11;0;2;1.2893576638591453;4.257592794616531
while the;12;0;2;1.3337946914268723;4.248582187759617
that time;10;0;2;1.3627586704045593;4.247856389392254
said my;13;0;2;1.18141872922385;4.241565826598236
and made;11;0;2;1.3284505717718007;4.233170269635895
and saw;10;0;2;1.3942364724766665;4.229569273935116
what it;14;0;2;1.1392182297267746;4.226485586308316
at this;11;0;2;1.2716841031500827;4.216725576272164
of some;17;0;2;1.0468036079086591;4.1888147876365425
the stairs;13;0;2;6.000898689662199;4.16662261503955
just a;11;0;2;1.2819074429936217;4.1348404453456356
out in;14;0;2;1.1094456945110882;4.0939188517415905
of it;57;0;2;0.5590945150496358;4.087798138593982
what he;12;0;2;1.1830291054110642;4.085195900873982
man of;15;0;2;1.0781869916400284;4.061724709389811
it will;12;0;2;1.1821539296139028;4.057800970256195
to this;25;0;2;0.833362980979619;4.048802254738153
the contrary;11;0;2;5.8401980336760975;4.04250910243202
the latter;10;0;2;5.749047300566529;3.9715442545735637
the top;10;0;2;5.749047300566529;3.9715442545735637
of an;21;0;2;0.8666306962436994;3.8661711556218177
of any;11;0;2;1.183431859955867;3.8208094093362597
upon which;10;0;2;1.2020761586257298;3.8187329643219177
up the;28;0;2;0.7614521259693063;3.815259862390027
where the;16;0;2;1.009721971097799;3.7930159611621868
is one;11;0;2;1.1356796990848244;3.760788635503819
you not;19;0;2;0.8690878044174868;3.7455469513043056
the two;18;0;2;0.9083738329770594;3.6129213374882245
was there;12;0;2;1.0482266512106966;3.6101068343996845
from which;10;0;2;1.1353184940245264;3.6092509294786015
the business;12;0;2;1.1108437527200383;3.576838088682389
that our;10;0;2;1.1356754239644888;3.564925829115435
the little;30;0;2;0.665575919683798;3.448863963281083
he will;10;0;2;1.055938649161734;3.337209226860253
took the;12;0;2;1.0209581143505746;3.3365400972429957
was at;21;0;2;0.724250677416022;3.2800197176046346
on his;11;0;2;0.980399799960538;3.255279009872523
that my;28;0;2;0.6043219048986046;3.144924467631178
and she;18;0;2;0.759285382322918;3.1436408275540573
the left;12;0;2;0.9600636692864626;3.1284384354286643
and his;53;0;2;0.4425049259639757;3.12615371569847
it were;12;0;2;0.8982377529281669;3.101952875308858
had a;36;0;2;0.5214979356964888;3.0565265718144476
it had;23;0;2;0.6421344103647351;3.0415537169768547
out to;16;0;2;0.7632399462267183;2.9965420779544387
saw the;11;0;2;0.9509051280765792;2.9955026575804977
but the;53;0;2;0.4291043488832078;2.987261894035232
and when;14;0;2;0.809963918604407;2.9655725150156433
to us;12;0;2;0.8661438607237981;2.9497471132072026
and two;10;0;2;0.9477113762393379;2.93930714582282
be in;20;0;2;0.6597302491459356;2.917037904718538
am a;11;0;2;0.8831000527806472;2.8919532922989455
take the;10;0;2;0.9599032008495922;2.8878635892618485
which it;18;0;2;0.6565195742807428;2.7668550069044673
with which;12;0;2;0.793016372822712;2.754621036750256
of him;22;0;2;0.5886112057751092;2.707611507398248
be at;10;0;2;0.8375790935340421;2.669788887447394
over to;10;0;2;0.8248267622135024;2.581231973999634
to an;17;0;2;0.6321788689833694;2.5632322147644673
when the;28;0;2;0.4988236058665514;2.5327944109621936
that no;10;0;2;0.7903504264989434;2.5012525782741055
that your;12;0;2;0.7155573920930483;2.4729503413295073
been a;18;0;2;0.5911612027223181;2.471720205236141
and the;198;0;2;0.18486146145437665;2.466112897807598
it on;10;0;2;0.7672696708405389;2.4356988925022733
the side;10;0;2;0.7994490616857122;2.414676455133904
you had;19;0;2;0.5551328090921412;2.40290080108302
see a;10;0;2;0.7401701053911025;2.3263043048812024
was in;36;0;2;0.3942777987564754;2.3238345777743734
is it;22;0;2;0.4969299530406399;2.309665988860128
the very;32;0;2;0.41598889971516373;2.2533334084991927
is my;17;0;2;0.5481766923003306;2.2511143569667187
not a;25;0;2;0.45708116355713857;2.2472545296374755
was all;10;0;2;0.7047734458718806;2.2399526572169934
or a;10;0;2;0.7018331718269404;2.2080955065142156
up a;12;0;2;0.6389201974531451;2.1959469468942556
at it;16;0;2;0.5267815986994893;2.1015152911021002
to our;10;0;2;0.6565778908222346;2.063311115604732
found the;10;0;2;0.6738405872423274;2.062436426423039
before the;13;0;2;0.5760020187282331;2.0084125782008178
that all;11;0;2;0.6038598815890959;2.006222904449423
it from;12;0;2;0.5585072900768289;1.9391170318198099
to some;11;0;2;0.5818034414147037;1.916907293286323
than the;14;0;2;0.5134142724208215;1.8605974984534726
the more;16;0;2;0.4669200622017473;1.8002501789893126
but his;12;0;2;0.5163919093324827;1.797012164215714
see the;16;0;2;0.45282009227150644;1.7549208545301989
were in;10;0;2;0.5423387758116731;1.7246327551467633
one to;14;0;2;0.4558437880011632;1.6917042780966054
her to;16;0;2;0.4156285797138861;1.6462232252276532
from it;10;0;2;0.5116613709235511;1.6327928142001489
is the;73;0;2;0.1940400143301888;1.5942230532235726
has a;11;0;2;0.4315942401775956;1.4297727345518818
for his;12;0;2;0.39383865866514967;1.3720735651281581
some of;10;0;2;0.4329821932985971;1.3695791708223841
and your;15;0;2;0.35626237196165356;1.3661114517995754
him a;10;0;2;0.43037851584379405;1.3626547942940563
been in;10;0;2;0.417203309977737;1.3290804879599745
of what;10;0;2;0.41713504612821994;1.3190386160574241
at a;26;0;2;0.25166103914793814;1.265947613278282
that his;25;0;2;0.2526695647876358;1.2509640807640376
you for;10;0;2;0.3695856768816612;1.180460126309108
were to;13;0;2;0.32094878518993664;1.152741951332152
of all;13;0;2;0.3054381493994134;1.09707398030151
which have;10;0;2;0.33826818535317615;1.0820568296540245
that her;10;0;2;0.3370872602190551;1.0746286241492256
it not;12;0;2;0.2995186792997382;1.0430976880041702
are the;21;0;2;0.2226190347689747;0.9932424834472233
is in;23;0;2;0.19249410669689437;0.9161939176489304
it for;10;0;2;0.26267279353774553;0.839321329950739
upon a;15;0;2;0.2173531541426943;0.8385678938482797
and as;23;0;2;0.1770534936164796;0.8380051935591435
you that;24;0;2;0.15328096096430244;0.7451241924577603
it as;11;0;2;0.20166157941163654;0.6745174507322995
when a;10;0;2;0.21022855425864728;0.6683260671714768
the back;10;0;2;0.19067373609134952;0.5936822822744429
and has;10;0;2;0.18230609645359364;0.5779797062163372
are to;10;0;2;0.17471862120529602;0.555229532500676
that was;27;0;2;0.09266438963290291;0.47696377434543685
and on;11;0;2;0.09822757015687866;0.32637035736789727
and an;11;0;2;0.08517268138115597;0.2830603647116213
and by;10;0;2;0.07837562105493356;0.24896108421036564
not to;18;0;2;0.05534419418966019;0.233537468367899
out the;16;0;2;0.05308801661432616;0.20873690862610478
what a;10;0;2;0.03797767897632687;0.1210499102804028
is that;18;0;2;0.027565014594068682;0.11680732021172521
and it;38;0;2;0.013028700499502222;0.07895709238036304
and all;11;0;2;0.019279558489077253;0.06414587843123669
me a;11;0;2;0.01896272500709628;0.06325803606959127
of which;18;0;2;0.004379129669522808;0.018489402520086476
with it;10;0;2;-0.010764771911251803;-0.03449974278805991
that which;11;0;2;-0.01960711533396875;-0.06564995860842415
on to;10;0;2;-0.022069002011499084;-0.07034629063428811
if the;14;0;2;-0.02067053334227298;-0.07636683481418949
have it;11;0;2;-0.025248397485828633;-0.08465407811859745
at that;12;0;2;-0.02476236674629817;-0.08646533340670955
and were;10;0;2;-0.047436706010542284;-0.15099909497775477
be the;32;0;2;-0.0523578520978929;-0.28933013463962676
the one;18;0;2;-0.07524793149874176;-0.31351506455802625
and this;11;0;2;-0.1115677320308901;-0.3719638307178545
you to;33;0;2;-0.09189013821574887;-0.5213248516732183
in it;19;0;2;-0.136896094808594;-0.5959688464780761
be of;14;0;2;-0.16688873664731618;-0.625939322371334
but a;14;0;2;-0.17434479951293325;-0.6542396683641036
said the;21;0;2;-0.18395684737665308;-0.8304763657336365
it in;20;0;2;-0.22104167423928534;-0.9871155310297011
was it;13;0;2;-0.2848306239489613;-1.0352598072458694
and my;22;0;2;-0.2306187169250462;-1.0751988815478981
and for;12;0;2;-0.32198733906525767;-1.122137455316588
is to;24;0;2;-0.25063636507526166;-1.2205163115684339
and not;13;0;2;-0.385894203943125;-1.3984071793887294
was his;10;0;2;-0.4626433155083993;-1.486018371850579
to a;59;0;2;-0.20559510595974295;-1.5485795167338587
and you;27;0;2;-0.3023609107092273;-1.5585016555749078
and with;13;0;2;-0.45299735450442125;-1.6427744375036186
of you;23;0;2;-0.3451475783643976;-1.647926550667545
of me;11;0;2;-0.4982947047122872;-1.670686476100791
in that;19;0;2;-0.4033787566453739;-1.7594869104588007
and was;31;0;2;-0.35604331906295883;-1.9640086936291126
and had;16;0;2;-0.49159302166867436;-1.97064223848161
was the;61;0;2;-0.2636380364568227;-2.008458162073321
and which;11;0;2;-0.6042359233441239;-2.0261230991741295
were the;10;0;2;-0.6496832576986722;-2.0704457965658745
as the;34;0;2;-0.36133333330844586;-2.071651358315083
you in;12;0;2;-0.6195175041548726;-2.170933749648966
it to;26;0;2;-0.4430404408661004;-2.2472826514512594
it and;10;0;2;-0.7239892700434658;-2.3280474274817964
was that;11;0;2;-0.7132614760303024;-2.3992996593916898
had to;11;0;2;-0.7413918383656215;-2.4907557254782264
to it;19;0;2;-0.5853181112938728;-2.5531818174678533
have to;12;0;2;-0.7703480838332446;-2.6982083352852633
me the;10;0;2;-0.8495795972658624;-2.7150021374331055
is of;14;0;2;-0.7708556571651273;-2.9070222308430944
have the;30;0;2;-0.5639740832163156;-3.05270066056886
and in;30;0;2;-0.5816093659731516;-3.1648075219501153
you a;14;0;2;-0.8865397935543036;-3.3461796089648286
and have;10;0;2;-1.054894950219397;-3.3917779040616414
that in;10;0;2;-1.0830398905660412;-3.486870418736283
that a;21;0;2;-0.7725363279903328;-3.5429088478388304
not the;12;0;2;-1.05878164616185;-3.6997554032413427
of that;18;0;2;-0.8917969719376964;-3.7982033875455725
that of;19;0;2;-0.9202957626468704;-4.024294939715862
was to;13;0;2;-1.1158906743058363;-4.06904046801065
had the;18;0;2;-0.9651472100504974;-4.096185477429226
was of;12;0;2;-1.1762093481424847;-4.129232385561625
which the;15;0;2;-1.06919036964337;-4.159490070027081
to that;11;0;2;-1.3884513415102901;-4.679894404667752
and to;37;0;2;-0.8578317521071352;-5.180875426200088
and of;28;0;2;-1.121104408790746;-5.9218252734890005
